tr|A0A1S3K0U5|A0A1S3K0U5_LINUN	ZZ|zf-TAZ|Creb_binding|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|SAM|SAM_1|TMhelix|TMhelix	ZZ(47-67)|zf-TAZ(90-149)|Creb_binding(304-383)|Glyco_tranf_GTA_type(489-677)|TMhelix(699-721)|TMhelix(728-750)|TMhelix(765-787)|TMhelix(824-841)|TMhelix(851-873)|SAM(1010-1067)|SAM_1(1081-1140)|TMhelix(1207-1226)|TMhelix(1241-1263)
tr|B2W3F9|B2W3F9_PYRTR	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(31-53)|TMhelix(73-92)|TMhelix(112-134)|Glyco_tranf_GTA_type(198-428)|TMhelix(461-478)|TMhelix(488-507)|TMhelix(514-536)
tr|B2WC60|B2WC60_PYRTR	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(208-225)|TMhelix(245-267)|TMhelix(496-518)|Chitin_synth_2(668-1195)|TMhelix(1067-1089)|TMhelix(1102-1124)|TMhelix(1129-1151)
tr|B5RU14|B5RU14_DEBHA	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(153-175)|TMhelix(190-209)|TMhelix(434-456)|Chitin_synth_2(618-1139)|TMhelix(1018-1040)|TMhelix(1047-1069)|TMhelix(1073-1095)
tr|B6QJ71|B6QJ71_TALMQ	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(202-224)|TMhelix(237-259)|TMhelix(496-518)|Chitin_synth_2(663-1188)|TMhelix(1059-1081)|TMhelix(1091-1113)|TMhelix(1120-1142)
tr|B8MQF9|B8MQF9_TALSN	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(204-226)|TMhelix(241-263)|TMhelix(492-514)|Chitin_synth_2(665-1190)|TMhelix(1063-1085)|TMhelix(1092-1114)|TMhelix(1119-1141)
tr|C4QZJ2|C4QZJ2_KOMPG	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(146-168)|TMhelix(183-205)|TMhelix(424-446)|Chitin_synth_2(610-1132)|TMhelix(1010-1032)|TMhelix(1037-1059)|TMhelix(1063-1082)
tr|C5DBE2|C5DBE2_LACTC	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(91-113)|TMhelix(126-148)|TMhelix(377-399)|Chitin_synth_2(521-1044)|TMhelix(922-944)|TMhelix(948-970)|TMhelix(977-999)
tr|C5DPK3|C5DPK3_ZYGRC	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(179-201)|TMhelix(216-238)|TMhelix(471-493)|Chitin_synth_2(643-1167)|TMhelix(1044-1066)|TMhelix(1073-1095)|TMhelix(1100-1122)
tr|C7YK62|C7YK62_NECH7	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(211-228)|TMhelix(249-271)|TMhelix(515-537)|Chitin_synth_2(664-1189)|TMhelix(1062-1084)|TMhelix(1094-1113)|TMhelix(1120-1142)
tr|D8QD15|D8QD15_SCHCM	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(70-92)|TMhelix(105-124)|TMhelix(336-358)|Chitin_synth_2(427-934)|TMhelix(809-831)|TMhelix(841-858)|TMhelix(865-887)
tr|E3RDH9|E3RDH9_PYRTT	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(31-53)|TMhelix(73-92)|TMhelix(112-134)|Glyco_tranf_GTA_type(198-428)|TMhelix(461-478)|TMhelix(488-507)|TMhelix(514-536)
tr|E3RJW2|E3RJW2_PYRTT	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(207-224)|TMhelix(244-266)|TMhelix(495-517)|Chitin_synth_2(667-1196)|TMhelix(1066-1088)|TMhelix(1101-1123)|TMhelix(1128-1150)
tr|E6RE74|E6RE74_CRYGW	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(212-234)|TMhelix(249-268)|TMhelix(500-522)|Chitin_synth_2(665-1194)|TMhelix(1066-1088)|TMhelix(1100-1119)|TMhelix(1124-1143)
tr|E7QBD8|E7QBD8_YEASZ	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(168-190)|TMhelix(203-224)|TMhelix(454-476)|Chitin_synth_2(628-1151)|TMhelix(1029-1051)|TMhelix(1055-1077)|TMhelix(1084-1106)
tr|F4NXI8|F4NXI8_BATDJ	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(20-42)|TMhelix(57-79)|TMhelix(91-113)|Glyco_tranf_GTA_type(150-404)|TMhelix(433-455)|TMhelix(462-484)|TMhelix(488-510)
tr|F8PU13|F8PU13_SERL3	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(74-96)|TMhelix(109-128)|TMhelix(335-357)|Chitin_synth_2(433-932)|TMhelix(801-823)|TMhelix(838-857)|TMhelix(864-886)
tr|F9EGM7|F9EGM7_9ACTO	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(5-27)|TMhelix(71-93)|TMhelix(108-130)|nodulat_NodC(140-389)|TMhelix(405-422)|TMhelix(427-449)|TMhelix(461-483)
tr|F9F1B7|F9F1B7_FUSOF	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(207-224)|TMhelix(245-267)|TMhelix(511-533)|Chitin_synth_2(659-1184)|TMhelix(1057-1079)|TMhelix(1089-1108)|TMhelix(1115-1137)
tr|F9PNK2|F9PNK2_9ACTO	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(5-27)|TMhelix(85-107)|TMhelix(117-139)|nodulat_NodC(134-505)|TMhelix(414-431)|TMhelix(435-457)|TMhelix(469-491)
tr|G0V7Y3|G0V7Y3_NAUCC	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(137-159)|TMhelix(174-196)|TMhelix(423-445)|Chitin_synth_2(601-1120)|TMhelix(999-1021)|TMhelix(1028-1050)|TMhelix(1055-1077)
tr|G0W4Z0|G0W4Z0_NAUDC	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(172-194)|TMhelix(207-226)|TMhelix(458-480)|Chitin_synth_2(635-1159)|TMhelix(1036-1058)|TMhelix(1065-1087)|TMhelix(1092-1114)
tr|G1XAX9|G1XAX9_ARTOA	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(191-213)|TMhelix(228-250)|TMhelix(479-501)|Chitin_synth_2(626-1149)|TMhelix(1024-1046)|TMhelix(1053-1075)|TMhelix(1080-1102)
tr|G2Q1G9|G2Q1G9_MYCTT	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(190-212)|TMhelix(225-247)|TMhelix(489-511)|Chitin_synth_2(642-1167)|TMhelix(1044-1066)|TMhelix(1071-1093)|TMhelix(1100-1122)
tr|G2R2H3|G2R2H3_THITE	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(210-232)|TMhelix(245-267)|TMhelix(509-531)|Chitin_synth_2(662-1187)|TMhelix(1060-1082)|TMhelix(1092-1111)|TMhelix(1118-1140)
tr|G2YT66|G2YT66_BOTF4	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(213-235)|TMhelix(250-272)|TMhelix(506-528)|Chitin_synth_2(660-1184)|TMhelix(1058-1080)|TMhelix(1087-1109)|TMhelix(1114-1133)
tr|G3AN85|G3AN85_SPAPN	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(172-194)|TMhelix(209-231)|TMhelix(460-482)|Chitin_synth_2(639-1152)|TMhelix(1038-1060)|TMhelix(1067-1089)|TMhelix(1094-1116)
tr|G3AZT6|G3AZT6_CANTC	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(165-184)|TMhelix(199-221)|TMhelix(441-463)|Chitin_synth_2(618-1139)|TMhelix(1015-1037)|TMhelix(1044-1066)|TMhelix(1071-1089)
tr|G4T8C0|G4T8C0_SERID	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(100-122)|TMhelix(135-154)|TMhelix(368-390)|Chitin_synth_2(454-964)|TMhelix(833-855)|TMhelix(870-889)|TMhelix(896-918)
tr|G4UJ44|G4UJ44_NEUT9	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(15-37)|TMhelix(58-80)|TMhelix(102-124)|Glyco_tranf_GTA_type(148-420)|TMhelix(453-470)|TMhelix(480-499)|TMhelix(506-528)
tr|G8BBW5|G8BBW5_CANPC	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(172-194)|TMhelix(209-228)|TMhelix(460-482)|Chitin_synth_2(650-1163)|TMhelix(1049-1071)|TMhelix(1076-1098)|TMhelix(1102-1121)
tr|G8BNL7|G8BNL7_TETPH	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(226-248)|TMhelix(263-282)|TMhelix(514-536)|Chitin_synth_2(710-1227)|TMhelix(1107-1129)|TMhelix(1134-1156)|TMhelix(1160-1182)
tr|G8C0C2|G8C0C2_TETPH	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(58-80)|TMhelix(93-112)|TMhelix(348-370)|Chitin_synth_2(523-1038)|TMhelix(915-937)|TMhelix(947-969)|TMhelix(976-998)
tr|G8JQT5|G8JQT5_ERECY	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(99-121)|TMhelix(134-156)|TMhelix(385-407)|Chitin_synth_2(549-1067)|TMhelix(942-964)|TMhelix(974-993)|TMhelix(1000-1022)
tr|G8XZJ1|G8XZJ1_PICSO	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(152-174)|TMhelix(189-211)|TMhelix(432-454)|Chitin_synth_2(615-1136)|TMhelix(1014-1036)|TMhelix(1041-1063)|TMhelix(1067-1086)
tr|G8Y2I4|G8Y2I4_PICSO	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(152-174)|TMhelix(189-211)|TMhelix(432-454)|Chitin_synth_2(615-1136)|TMhelix(1014-1036)|TMhelix(1041-1063)|TMhelix(1067-1086)
tr|G8ZTP2|G8ZTP2_TORDC	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(154-176)|TMhelix(191-213)|TMhelix(442-464)|Chitin_synth_2(613-1135)|TMhelix(1014-1036)|TMhelix(1043-1065)|TMhelix(1069-1091)
tr|H2ARS9|H2ARS9_KAZAF	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(198-217)|TMhelix(237-256)|TMhelix(478-500)|Chitin_synth_2(635-1156)|TMhelix(1033-1055)|TMhelix(1060-1082)|TMhelix(1086-1105)
tr|H2AWT8|H2AWT8_KAZAF	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(143-165)|TMhelix(180-202)|TMhelix(429-451)|Chitin_synth_2(603-1127)|TMhelix(1004-1026)|TMhelix(1033-1055)|TMhelix(1060-1082)
tr|I1BUW8|I1BUW8_RHIO9	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(60-82)|TMhelix(97-119)|TMhelix(328-350)|Chitin_synth_2(401-897)|TMhelix(770-792)|TMhelix(805-827)|TMhelix(831-853)
tr|I1RE72|I1RE72_GIBZE	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(10-32)|TMhelix(52-74)|TMhelix(96-118)|Glyco_tranf_GTA_type(142-412)|TMhelix(445-462)|TMhelix(472-491)|TMhelix(498-520)
tr|I2GZE7|I2GZE7_TETBL	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(159-181)|TMhelix(194-213)|TMhelix(446-468)|Chitin_synth_2(625-1146)|TMhelix(1022-1044)|TMhelix(1048-1070)|TMhelix(1077-1099)
tr|I3EHS9|I3EHS9_NEMP3	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(19-41)|TMhelix(54-76)|TMhelix(239-261)|Chitin_synth_2(279-744)|TMhelix(633-655)|TMhelix(660-682)|TMhelix(689-711)
tr|I4YAY3|I4YAY3_WALMC	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(59-81)|TMhelix(94-116)|TMhelix(321-343)|Chitin_synth_2(412-917)|TMhelix(793-815)|TMhelix(825-844)|TMhelix(849-871)
tr|I4YI91|I4YI91_WALMC	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(155-177)|TMhelix(190-212)|TMhelix(455-477)|Chitin_synth_2(626-1144)|TMhelix(1021-1043)|TMhelix(1047-1069)|TMhelix(1076-1098)
tr|J3NS62|J3NS62_GAGT3	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(4-23)|TMhelix(35-57)|TMhelix(77-99)|Glyco_tranf_GTA_type(123-393)|TMhelix(426-443)|TMhelix(453-472)|TMhelix(479-501)
tr|J4UJ15|J4UJ15_BEAB2	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(20-41)|TMhelix(54-76)|TMhelix(98-120)|Glyco_tranf_GTA_type(180-421)|TMhelix(452-469)|TMhelix(474-493)|TMhelix(500-522)
tr|J7RRN0|J7RRN0_KAZNA	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(103-125)|TMhelix(138-160)|TMhelix(380-402)|Chitin_synth_2(543-1064)|TMhelix(941-963)|TMhelix(967-989)|TMhelix(996-1018)
tr|J8Q7L6|J8Q7L6_SACAR	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(166-188)|TMhelix(201-222)|TMhelix(452-474)|Chitin_synth_2(626-1148)|TMhelix(1027-1049)|TMhelix(1053-1075)|TMhelix(1082-1104)
tr|K1VIF5|K1VIF5_TRIAC	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(192-214)|TMhelix(229-248)|TMhelix(487-509)|Chitin_synth_2(653-1173)|TMhelix(1053-1075)|TMhelix(1082-1101)|TMhelix(1111-1133)
tr|K1WDR6|K1WDR6_MARBU	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(210-232)|TMhelix(245-267)|TMhelix(503-525)|Chitin_synth_2(658-1182)|TMhelix(1055-1077)|TMhelix(1087-1106)|TMhelix(1113-1135)
tr|K1WQ88|K1WQ88_MARBU	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(15-37)|TMhelix(57-79)|TMhelix(99-121)|Glyco_tranf_GTA_type(145-415)|TMhelix(440-462)|TMhelix(472-494)|TMhelix(501-523)
tr|K2RVV2|K2RVV2_MACPH	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(37-59)|TMhelix(72-94)|TMhelix(116-138)|Glyco_tranf_GTA_type(162-432)|TMhelix(458-480)|TMhelix(490-509)|TMhelix(521-543)
tr|K2SZY5|K2SZY5_MACPH	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(93-115)|TMhelix(130-152)|TMhelix(384-406)|Chitin_synth_2(554-1082)|TMhelix(953-975)|TMhelix(988-1010)|TMhelix(1015-1032)
tr|L2GWW9|L2GWW9_VAVCU	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(25-47)|TMhelix(60-82)|TMhelix(231-253)|Chitin_synth_2(271-727)|TMhelix(625-647)|TMhelix(651-673)|TMhelix(678-700)
tr|L7JV16|L7JV16_TRAHO	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(25-47)|TMhelix(60-82)|TMhelix(231-253)|Chitin_synth_2(242-728)|TMhelix(625-647)|TMhelix(651-673)|TMhelix(678-700)
tr|M2MUH4|M2MUH4_BAUPA	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(132-154)|TMhelix(169-191)|TMhelix(424-446)|Chitin_synth_2(590-1121)|TMhelix(988-1010)|TMhelix(1023-1045)|TMhelix(1049-1068)
tr|M2R5K1|M2R5K1_COCSN	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(29-51)|TMhelix(71-93)|TMhelix(115-137)|Glyco_tranf_GTA_type(201-431)|TMhelix(469-486)|TMhelix(491-510)|TMhelix(517-539)
tr|M2THX8|M2THX8_COCH5	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(29-51)|TMhelix(71-93)|TMhelix(115-137)|Glyco_tranf_GTA_type(201-431)|TMhelix(469-486)|TMhelix(491-510)|TMhelix(517-539)
tr|M5EI86|M5EI86_MALS4	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(84-106)|TMhelix(121-140)|TMhelix(341-363)|Chitin_synth_2(454-952)|TMhelix(826-848)|TMhelix(855-877)|TMhelix(887-909)
tr|M7SCY0|M7SCY0_EUTLA	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(90-112)|TMhelix(127-149)|TMhelix(391-413)|Chitin_synth_2(544-1069)|TMhelix(946-968)|TMhelix(975-997)|TMhelix(1002-1024)
tr|M7UAA3|M7UAA3_BOTF1	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(213-235)|TMhelix(250-272)|TMhelix(506-528)|Chitin_synth_2(660-1184)|TMhelix(1058-1080)|TMhelix(1087-1109)|TMhelix(1114-1133)
tr|N1RWQ7|N1RWQ7_FUSC4	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(207-224)|TMhelix(245-267)|TMhelix(511-533)|Chitin_synth_2(659-1184)|TMhelix(1057-1079)|TMhelix(1089-1108)|TMhelix(1115-1137)
tr|N4TDU4|N4TDU4_FUSC1	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(207-224)|TMhelix(245-267)|TMhelix(511-533)|Chitin_synth_2(659-1184)|TMhelix(1057-1079)|TMhelix(1089-1108)|TMhelix(1115-1137)
tr|N4VAX3|N4VAX3_COLOR	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(211-230)|TMhelix(250-272)|TMhelix(511-533)|Chitin_synth_2(666-1191)|TMhelix(1068-1090)|TMhelix(1097-1119)|TMhelix(1124-1146)
tr|Q0CEX7|Q0CEX7_ASPTN	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(189-211)|TMhelix(226-248)|TMhelix(478-500)|Chitin_synth_2(642-1165)|TMhelix(1040-1062)|TMhelix(1069-1091)|TMhelix(1096-1115)
tr|Q2HIA4|Q2HIA4_CHAGB	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(20-42)|TMhelix(47-66)|TMhelix(241-263)|nodulat_NodC(266-449)|TMhelix(490-512)|TMhelix(546-568)|TMhelix(573-592)
tr|Q4WC58|Q4WC58_ASPFU	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(183-205)|TMhelix(218-240)|TMhelix(471-493)|Chitin_synth_2(631-1154)|TMhelix(1032-1054)|TMhelix(1058-1080)|TMhelix(1087-1109)
tr|Q5KCU4|Q5KCU4_CRYNJ	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(211-233)|TMhelix(249-271)|TMhelix(506-528)|Chitin_synth_2(664-1193)|TMhelix(1065-1087)|TMhelix(1097-1116)|TMhelix(1123-1145)
tr|Q6CAU0|Q6CAU0_YARLI	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(209-231)|TMhelix(246-268)|TMhelix(497-519)|Chitin_synth_2(641-1159)|TMhelix(1035-1057)|TMhelix(1062-1084)|TMhelix(1089-1111)
tr|Q6CS67|Q6CS67_KLULA	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(150-172)|TMhelix(185-207)|TMhelix(442-464)|Chitin_synth_2(607-1128)|TMhelix(1008-1030)|TMhelix(1034-1056)|TMhelix(1063-1085)
tr|Q6FXN4|Q6FXN4_CANGA	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(193-215)|TMhelix(230-252)|TMhelix(478-500)|Chitin_synth_2(634-1159)|TMhelix(1035-1057)|TMhelix(1064-1086)|TMhelix(1090-1112)
tr|Q758F1|Q758F1_ASHGO	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(97-119)|TMhelix(134-156)|TMhelix(377-399)|Chitin_synth_2(549-1068)|TMhelix(947-969)|TMhelix(976-998)|TMhelix(1003-1025)
tr|Q7S857|Q7S857_NEUCR	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(15-37)|TMhelix(58-80)|TMhelix(102-124)|Glyco_tranf_GTA_type(148-418)|TMhelix(451-468)|TMhelix(478-497)|TMhelix(504-526)
tr|R0I8C8|R0I8C8_SETT2	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(7-26)|TMhelix(36-55)|TMhelix(67-89)|Glyco_tranf_GTA_type(109-395)|TMhelix(416-438)|TMhelix(451-473)|TMhelix(483-502)
tr|R0KDY4|R0KDY4_SETT2	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(198-215)|TMhelix(235-257)|TMhelix(486-508)|Chitin_synth_2(653-1182)|TMhelix(1052-1074)|TMhelix(1087-1109)|TMhelix(1114-1136)
tr|R0KIB0|R0KIB0_SETT2	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(30-52)|TMhelix(72-94)|TMhelix(116-138)|Glyco_tranf_GTA_type(202-432)|TMhelix(465-482)|TMhelix(492-511)|TMhelix(518-540)
tr|R0MI34|R0MI34_NOSB1	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(29-51)|TMhelix(64-83)|TMhelix(242-264)|Chitin_synth_2(282-796)|TMhelix(676-698)|TMhelix(708-730)|TMhelix(735-757)
tr|R7YJF6|R7YJF6_CONA1	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(201-220)|TMhelix(240-262)|TMhelix(493-515)|Chitin_synth_2(673-1202)|TMhelix(1072-1094)|TMhelix(1107-1129)|TMhelix(1134-1151)
tr|R9AP87|R9AP87_WALI9	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(174-196)|TMhelix(209-231)|TMhelix(477-499)|Chitin_synth_2(645-1163)|TMhelix(1039-1061)|TMhelix(1066-1088)|TMhelix(1095-1117)
tr|R9P8R6|R9P8R6_PSEHS	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(83-105)|TMhelix(118-140)|TMhelix(359-381)|Chitin_synth_2(459-952)|TMhelix(827-849)|TMhelix(859-878)|TMhelix(883-905)
tr|S0DKY1|S0DKY1_GIBF5	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(207-224)|TMhelix(245-267)|TMhelix(511-533)|Chitin_synth_2(659-1184)|TMhelix(1057-1079)|TMhelix(1089-1108)|TMhelix(1115-1137)
tr|S2J0V2|S2J0V2_MUCC1	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(250-267)|TMhelix(287-306)|TMhelix(517-539)|Chitin_synth_2(621-1108)|TMhelix(981-1003)|TMhelix(1013-1032)|TMhelix(1037-1059)
tr|S2JX23|S2JX23_MUCC1	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(110-132)|TMhelix(142-164)|TMhelix(403-425)|Chitin_synth_2(590-1114)|TMhelix(988-1010)|TMhelix(1017-1039)|TMhelix(1049-1071)
tr|S2K3X4|S2K3X4_MUCC1	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(137-159)|TMhelix(174-196)|TMhelix(417-439)|Chitin_synth_2(522-1009)|TMhelix(882-904)|TMhelix(917-939)|TMhelix(943-965)
tr|S3CJ67|S3CJ67_GLAL2	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(15-37)|TMhelix(58-80)|TMhelix(100-122)|Glyco_tranf_GTA_type(146-416)|TMhelix(449-466)|TMhelix(476-495)|TMhelix(502-524)
tr|S6E1U6|S6E1U6_ZYGB2	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(170-192)|TMhelix(205-224)|TMhelix(457-479)|Chitin_synth_2(636-1156)|TMhelix(1034-1056)|TMhelix(1060-1082)|TMhelix(1089-1111)
tr|S8AHE8|S8AHE8_DACHA	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(194-216)|TMhelix(231-253)|TMhelix(482-504)|Chitin_synth_2(631-1154)|TMhelix(1029-1051)|TMhelix(1058-1080)|TMhelix(1085-1107)
tr|U9TZ27|U9TZ27_RHIID	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(47-69)|TMhelix(82-101)|TMhelix(319-341)|Chitin_synth_2(372-866)|TMhelix(735-757)|TMhelix(772-791)|TMhelix(798-820)
tr|V2XK86|V2XK86_MONRO	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(74-96)|TMhelix(109-128)|TMhelix(333-355)|Chitin_synth_2(450-945)|TMhelix(820-842)|TMhelix(852-871)|TMhelix(878-900)
tr|W1Q818|W1Q818_OGAPD	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(76-93)|TMhelix(108-130)|TMhelix(351-373)|Chitin_synth_2(522-1041)|TMhelix(920-942)|TMhelix(947-969)|TMhelix(973-992)
tr|W6MGC8|W6MGC8_9ASCO	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(135-157)|TMhelix(170-189)|TMhelix(421-443)|Chitin_synth_2(599-1121)|TMhelix(999-1021)|TMhelix(1026-1048)|TMhelix(1052-1071)
