SeqNR,SeqUniProt,Fold,Clade,Family,Subfamily,Protein,Weblogo,Members
42627,11815,GTA,Clade3,,,,Clade3.png,GT-A_consensus;GT2-LpsRelated|Hd-LgtF;GT62|Sc-VAN1;GT62|Sc-ANP1;GT62|Sc-MNN9;GT62|Mb-A9VDJ7
40414,10733,GTA,Clade3,GT2-LpsRelated,,,GT2-LpsRelated.png,GT-A_consensus;GT2-LpsRelated|Hd-LgtF
25139,6330,GTA,Clade3,GT2-LpsRelated,GT2-LpsRelated-1,,GT2-LpsRelated-1.png,GT-A_consensus;GT2-LpsRelated|Hd-LgtF
2213,1082,GTA,Clade3,GT62,,,GT62.png,GT-A_consensus;GT62|Sc-VAN1;GT62|Sc-ANP1;GT62|Sc-MNN9;GT62|Mb-A9VDJ7
383,139,GTA,Clade3,GT62,GT62-1,,GT62-1.png,GT-A_consensus;GT62|Mb-A9VDJ7
566,301,GTA,Clade3,GT62,GT62-2,,GT62-2.png,GT-A_consensus;GT62|Sc-MNN9
1201,624,GTA,Clade3,GT62,GT62-3,,GT62-3.png,GT-A_consensus;GT62|Sc-VAN1;GT62|Sc-ANP1
191268,41499,GTA,Clade4,,,,Clade4.png,GT-A_consensus;GT2-B3GntL|Ce-F13G3.6;GT2-B3GntL|Hs-B3GNTL1;GT2-Class1|Hs-B4GALNT3;GT2-Class1|Hs-B4GALNT4;GT2-Class1|Rm-exoA;GT2-Class1|Pa-fgtA;GT2-Class1|Pa-wapR;GT2-Class1|Pa-migA;GT2-Class1|Hi-Q57287;GT2-Class1|Hd-lgtA;GT2-Class1|Bf-wcfQ;GT2-Class1|Dd-pgtA
687,139,GTA,Clade4,GT2-B3GntL,,,GT2-B3GntL.png,GT-A_consensus;GT2-B3GntL|Ce-F13G3.6;GT2-B3GntL|Hs-B3GNTL1
683,137,GTA,Clade4,GT2-B3GntL,GT2-B3GntL-1,,GT2-B3GntL-1.png,GT-A_consensus;GT2-B3GntL|Ce-F13G3.6;GT2-B3GntL|Hs-B3GNTL1
190581,41360,GTA,Clade4,GT2-Class1,,,GT2-Class1.png,GT-A_consensus;GT2-Class1|Hs-B4GALNT3;GT2-Class1|Hs-B4GALNT4;GT2-Class1|Rm-exoA;GT2-Class1|Pa-fgtA;GT2-Class1|Pa-wapR;GT2-Class1|Pa-migA;GT2-Class1|Hi-Q57287;GT2-Class1|Hd-lgtA;GT2-Class1|Bf-wcfQ;GT2-Class1|Dd-pgtA
17387,3504,GTA,Clade4,GT2-Class1,GT2-Class1-1,,GT2-Class1-1.png,GT-A_consensus;GT2-Class1|Pa-wapR;GT2-Class1|Pa-migA;GT2-Class1|Hi-Q57287;GT2-Class1|Hd-lgtA;GT2-Class1|Bf-wcfQ;GT2-Class1|Dd-pgtA
7496,1142,GTA,Clade4,GT2-Class1,GT2-Class1-2,,GT2-Class1-2.png,GT-A_consensus;GT2-Class1|Pa-fgtA
24886,6835,GTA,Clade5,,,,Clade5.png,GT-A_consensus;GT27|Dm-Pgant6;GT27|Dm-Pgant5;GT27|Dm-Pgant2;GT27|Dm-Pgant1;GT27|Dm-pgant11;GT27|Dm-Pgant4;GT27|Dm-pgant10;GT27|Dm-pgant12;GT27|Dm-Pgant9;GT27|Dm-Pgant7;GT27|Dm-Pgant35A;GT27|Dm-pgant13;GT27|Dm-Pgant8;GT27|Dm-Pgant3;GT27|Ce-gly-8;GT27|Ce-gly-10;GT27|Ce-gly-6;GT27|Ce-gly-7;GT27|Ce-gly-3;GT27|Ce-gly-11;GT27|Ce-gly-4;GT27|Ce-gly-5;GT27|Ce-gly-9;GT27|Hs-POC1B-GALNT4;GT27|Hs-GALNT2;GT27|Hs-GALNT1;GT27|Hs-GALNT3;GT27|Hs-GALNTL6;GT27|Hs-GALNT17;GT27|Hs-GALNT18;GT27|Hs-GALNTL5;GT27|Hs-GALNT5;GT27|Hs-GALNT7;GT27|Hs-GALNT10;GT27|Hs-GALNT13;GT27|Hs-GALNT12;GT27|Hs-GALNT15;GT27|Hs-GALNT16;GT27|Hs-GALNT4;GT27|Hs-GALNT6;GT27|Hs-GALNT11;GT27|Hs-GALNT14;GT27|Hs-GALNT9;GT27|Hs-GALNT8;GT2-CHS|Pm-fcbD;GT2-CHS|Cv-hfsG;GT7|Dm-b4GalNAcTA;GT7|Dm-beta4GalNAcTB;GT7|Dm-beta4GalT7;GT7|Ce-W02B12.11;GT7|Ce-sqv-3;GT7|Ce-bre-4;GT7|Hs-B4GALT5;GT7|Hs-B4GALT3;GT7|Hs-B4GALT4;GT7|Hs-B4GALT2;GT7|Hs-B4GALT1;GT7|Hs-B4GALT7;GT7|Hs-B4GALT6;GT60|Tc-Tc00.1047053511759.30
7641,2063,GTA,Clade5,GT2-CHS,,,GT2-CHS.png,GT-A_consensus;GT2-CHS|Pm-fcbD;GT2-CHS|Cv-hfsG
4381,1202,GTA,Clade5,GT7,,,GT7.png,GT-A_consensus;GT7|Dm-b4GalNAcTA;GT7|Dm-beta4GalNAcTB;GT7|Dm-beta4GalT7;GT7|Ce-W02B12.11;GT7|Ce-sqv-3;GT7|Ce-bre-4;GT7|Hs-B4GALT5;GT7|Hs-B4GALT3;GT7|Hs-B4GALT4;GT7|Hs-B4GALT2;GT7|Hs-B4GALT1;GT7|Hs-B4GALT7;GT7|Hs-B4GALT6
4372,1173,GTA,Clade5,GT7,GT7-1,,GT7-1.png,GT-A_consensus;GT7|Dm-b4GalNAcTA;GT7|Dm-beta4GalNAcTB;GT7|Dm-beta4GalT7;GT7|Ce-W02B12.11;GT7|Ce-sqv-3;GT7|Ce-bre-4;GT7|Hs-B4GALT5;GT7|Hs-B4GALT3;GT7|Hs-B4GALT4;GT7|Hs-B4GALT2;GT7|Hs-B4GALT1;GT7|Hs-B4GALT7;GT7|Hs-B4GALT6
11736,3270,GTA,Clade5,GT27,,,GT27.png,GT-A_consensus;GT27|Dm-Pgant6;GT27|Dm-Pgant5;GT27|Dm-Pgant2;GT27|Dm-Pgant1;GT27|Dm-pgant11;GT27|Dm-Pgant4;GT27|Dm-pgant10;GT27|Dm-pgant12;GT27|Dm-Pgant9;GT27|Dm-Pgant7;GT27|Dm-Pgant35A;GT27|Dm-pgant13;GT27|Dm-Pgant8;GT27|Dm-Pgant3;GT27|Ce-gly-8;GT27|Ce-gly-10;GT27|Ce-gly-6;GT27|Ce-gly-7;GT27|Ce-gly-3;GT27|Ce-gly-11;GT27|Ce-gly-4;GT27|Ce-gly-5;GT27|Ce-gly-9;GT27|Hs-POC1B-GALNT4;GT27|Hs-GALNT2;GT27|Hs-GALNT1;GT27|Hs-GALNT3;GT27|Hs-GALNTL6;GT27|Hs-GALNT17;GT27|Hs-GALNT18;GT27|Hs-GALNTL5;GT27|Hs-GALNT5;GT27|Hs-GALNT7;GT27|Hs-GALNT10;GT27|Hs-GALNT13;GT27|Hs-GALNT12;GT27|Hs-GALNT15;GT27|Hs-GALNT16;GT27|Hs-GALNT4;GT27|Hs-GALNT6;GT27|Hs-GALNT11;GT27|Hs-GALNT14;GT27|Hs-GALNT9;GT27|Hs-GALNT8
11047,3040,GTA,Clade5,GT27,GT27-1,,GT27-1.png,GT-A_consensus;GT27|Dm-Pgant6;GT27|Dm-Pgant5;GT27|Dm-Pgant2;GT27|Dm-Pgant1;GT27|Dm-pgant11;GT27|Dm-Pgant4;GT27|Dm-pgant10;GT27|Dm-pgant12;GT27|Dm-Pgant9;GT27|Dm-Pgant7;GT27|Dm-Pgant35A;GT27|Dm-pgant13;GT27|Dm-Pgant8;GT27|Dm-Pgant3;GT27|Ce-gly-8;GT27|Ce-gly-10;GT27|Ce-gly-6;GT27|Ce-gly-7;GT27|Ce-gly-3;GT27|Ce-gly-11;GT27|Ce-gly-4;GT27|Ce-gly-5;GT27|Ce-gly-9;GT27|Hs-POC1B-GALNT4;GT27|Hs-GALNT2;GT27|Hs-GALNT1;GT27|Hs-GALNT3;GT27|Hs-GALNTL6;GT27|Hs-GALNT17;GT27|Hs-GALNT18;GT27|Hs-GALNTL5;GT27|Hs-GALNT5;GT27|Hs-GALNT7;GT27|Hs-GALNT10;GT27|Hs-GALNT13;GT27|Hs-GALNT12;GT27|Hs-GALNT15;GT27|Hs-GALNT16;GT27|Hs-GALNT4;GT27|Hs-GALNT6;GT27|Hs-GALNT11;GT27|Hs-GALNT14;GT27|Hs-GALNT9;GT27|Hs-GALNT8
1128,300,GTA,Clade5,GT60,,,GT60.png,GT-A_consensus;GT60|Tc-Tc00.1047053511759.30
1125,236,GTA,Clade5,GT60,GT60-1,,GT60-1.png,GT-A_consensus;GT60|Tc-Tc00.1047053511759.30
18261,3163,GTA,Clade6,,,,Clade6.png,GT-A_consensus;GT13|Dm-Mgat1;GT13|Ce-gly-14;GT13|Ce-gly-13;GT13|Ce-M70.4;GT13|Ce-Q8MQ38;GT13|Hs-MGAT1;GT13|Hs-POMGNT1;GT13|At-GNTI;GT16|Dm-Mgat2;GT16|Ce-gly-20;GT16|Hs-MGAT2;GT16|At-GNT2;GT25|Dm-CG31915;GT25|Ce-D2045.9;GT25|Hs-CERCAM;GT25|Hs-COLGALT2;GT25|Hs-COLGALT1;GT54|Dm-dMGAT4-1;GT54|Dm-dMGAT4-2;GT54|Hs-MGAT4D;GT54|Hs-MGAT4C;GT54|Hs-MGAT4A;GT54|Hs-MGAT4B;GT54|Mm-Mgat4e
2001,620,GTA,Clade6,GT13,,,GT13.png,GT-A_consensus;GT13|Dm-Mgat1;GT13|Ce-gly-14;GT13|Ce-gly-13;GT13|Ce-M70.4;GT13|Ce-Q8MQ38;GT13|Hs-MGAT1;GT13|Hs-POMGNT1;GT13|At-GNTI
727,234,GTA,Clade6,GT13,GT13-MGAT1,,GT13-MGAT1.png,GT-A_consensus;GT13|Dm-Mgat1;GT13|Ce-gly-14;GT13|Ce-gly-13;GT13|Hs-MGAT1
1272,370,GTA,Clade6,GT13,GT13-POMGNT1,,GT13-POMGNT1.png,GT-A_consensus;GT13|Ce-M70.4;GT13|Ce-Q8MQ38;GT13|Hs-POMGNT1;GT13|At-GNTI
1147,330,GTA,Clade6,GT16,,,GT16.png,GT-A_consensus;GT16|Dm-Mgat2;GT16|Ce-gly-20;GT16|Hs-MGAT2;GT16|At-GNT2
499,218,GTA,Clade6,GT16,GT16-1,,GT16-1.png,GT-A_consensus;GT16|Ce-gly-20;GT16|At-GNT2
648,112,GTA,Clade6,GT16,GT16-2,,GT16-2.png,GT-A_consensus;GT16|Dm-Mgat2;GT16|Hs-MGAT2
12301,1632,GTA,Clade6,GT25,,,GT25.png,GT-A_consensus;GT25|Dm-CG31915;GT25|Ce-D2045.9;GT25|Hs-CERCAM;GT25|Hs-COLGALT2;GT25|Hs-COLGALT1
2812,581,GTA,Clade6,GT54,,,GT54.png,GT-A_consensus;GT54|Dm-dMGAT4-1;GT54|Dm-dMGAT4-2;GT54|Hs-MGAT4D;GT54|Hs-MGAT4C;GT54|Hs-MGAT4A;GT54|Hs-MGAT4B;GT54|Mm-Mgat4e
1313,218,GTA,Clade6,GT54,GT54-MGAT4AB,,GT54-MGAT4AB.png,GT-A_consensus;GT54|Hs-MGAT4D;GT54|Hs-MGAT4A;GT54|Hs-MGAT4B
1214,289,GTA,Clade6,GT54,GT54-MGAT4C,,GT54-MGAT4C.png,GT-A_consensus;GT54|Dm-dMGAT4-1;GT54|Dm-dMGAT4-2;GT54|Hs-MGAT4C
283,56,GTA,Clade6,GT54,GT54-Chordate,,GT54-Chordate.png,GT-A_consensus;GT54|Mm-Mgat4e
12494,4295,GTA,Clade7,,,,Clade7.png,GT-A_consensus;GT14|Dm-oxt;GT14|Ce-Y51H4A.25;GT14|Ce-gly-19;GT14|Ce-T28F3.9;GT14|Ce-gly-1;GT14|Ce-gly-16;GT14|Ce-gly-15;GT14|Ce-T09E11.6;GT14|Ce-gly-17;GT14|Ce-R07C3.3;GT14|Ce-H41C03.3;GT14|Ce-gly-18;GT14|Ce-R07B7.6;GT14|Ce-T14B4.9;GT14|Ce-F30A10.4;GT14|Ce-sqv-6;GT14|Ce-F26D2.3;GT14|Ce-ZK1225.2;GT14|Hs-GCNT3;GT14|Hs-GCNT1;GT14|Hs-GCNT7;GT14|Hs-XYLT1;GT14|Hs-GCNT2;GT14|Hs-XYLT2;GT14|Hs-GCNT4;GT14|At-At4g27480;GT14|At-At5g25330;GT14|At-At1g53100;GT14|At-At1g11940;GT14|At-GLCAT14C;GT14|At-At2g19160;GT14|At-At4g30060;GT14|At-At5g22070;GT14|At-At1g71070;GT14|At-GLCAT14A;GT14|At-At3g15350;GT14|At-GLCAT14B;GT14|At-At3g24040;GT14|At-At1g68380;GT14|At-UNE7;GT14|At-AtGnTL;GT14|At-At4g03340;GT17|Hs-MGAT3;GT17|At-At1g12990;GT17|At-At1g67880;GT17|At-At3g27540;GT17|At-At5g14480;GT17|At-At2g13290;GT17|At-At3g01620;GT82|Cj-cgtA
9004,3350,GTA,Clade7,GT14,,,GT14.png,GT-A_consensus;GT14|Dm-oxt;GT14|Ce-Y51H4A.25;GT14|Ce-gly-19;GT14|Ce-T28F3.9;GT14|Ce-gly-1;GT14|Ce-gly-16;GT14|Ce-gly-15;GT14|Ce-T09E11.6;GT14|Ce-gly-17;GT14|Ce-R07C3.3;GT14|Ce-H41C03.3;GT14|Ce-gly-18;GT14|Ce-R07B7.6;GT14|Ce-T14B4.9;GT14|Ce-F30A10.4;GT14|Ce-sqv-6;GT14|Ce-F26D2.3;GT14|Ce-ZK1225.2;GT14|Hs-GCNT3;GT14|Hs-GCNT1;GT14|Hs-GCNT7;GT14|Hs-XYLT1;GT14|Hs-GCNT2;GT14|Hs-XYLT2;GT14|Hs-GCNT4;GT14|At-At4g27480;GT14|At-At5g25330;GT14|At-At1g53100;GT14|At-At1g11940;GT14|At-GLCAT14C;GT14|At-At2g19160;GT14|At-At4g30060;GT14|At-At5g22070;GT14|At-At1g71070;GT14|At-GLCAT14A;GT14|At-At3g15350;GT14|At-GLCAT14B;GT14|At-At3g24040;GT14|At-At1g68380;GT14|At-UNE7;GT14|At-AtGnTL;GT14|At-At4g03340
8206,1255,GTA,Clade7,GT14,GT14-1,,GT14-1.png,GT-A_consensus;GT14|Dm-oxt;GT14|Ce-gly-1;GT14|Ce-R07B7.6;GT14|Hs-GCNT1;GT14|Hs-XYLT2;GT14|Hs-GCNT4;GT14|At-At4g27480;GT14|At-At1g53100;GT14|At-GLCAT14C;GT14|At-At1g71070;GT14|At-GLCAT14A;GT14|At-At3g15350;GT14|At-GLCAT14B;GT14|At-At4g03340
2692,921,GTA,Clade7,GT17,,,GT17.png,GT-A_consensus;GT17|Hs-MGAT3;GT17|At-At1g12990;GT17|At-At1g67880;GT17|At-At3g27540;GT17|At-At5g14480;GT17|At-At2g13290;GT17|At-At3g01620
2672,751,GTA,Clade7,GT17,GT17-1,,GT17-1.png,GT-A_consensus;GT17|At-At1g12990;GT17|At-At1g67880;GT17|At-At3g27540;GT17|At-At5g14480;GT17|At-At2g13290;GT17|At-At3g01620
798,24,GTA,Clade7,GT82,,,GT82.png,GT-A_consensus;GT82|Cj-cgtA
798,24,GTA,Clade7,GT82,GT82-1,,GT82-1.png,GT-A_consensus;GT82|Cj-cgtA
22845,7970,GTA,Clade8,,,,Clade8.png,GT-A_consensus;GT15|Sc-YUR1;GT15|Sc-KRE2;GT15|Sc-KTR1;GT15|Sc-KTR2;GT15|Sc-KTR3;GT15|Sc-KTR4;GT15|Sc-KTR7;GT15|Sc-KTR5;GT15|Sc-KTR6;GT31-Chsy|Dm-dCHSY;GT31-Chsy|Dm-dCHPF;GT31-Chsy|Ce-mig-22;GT31-Chsy|Ce-sqv-5;GT31-Chsy|Hs-CHSY3;GT31-Chsy|Hs-CHSY1;GT31-Chsy|Hs-CHPF;GT31-Chsy|Hs-CHPF2;GT31-Euk|Ce-sqv-2;GT31-Euk|At-B3GALT2;GT31-Euk|At-B3GALT9;GT31-Euk|At-B3GALT12;GT31-Euk|At-B3GALT7;GT31-Euk|At-B3GALT14;GT31-Euk|At-B3GALT4;GT31-Euk|At-B3GALT10;GT31-Euk|At-B3GALT11;GT31-Euk|At-B3GALT8;GT31-Euk|At-B3GALT13;GT31-Euk|At-B3GALT5;GT31-Euk|At-B3GALT6;GT31-Euk|At-B3GALT1;GT31-Euk|At-B3GALT3;GT31-Fringe|Dm-fng;GT31-Fringe|Hs-MFNG;GT31-Fringe|Hs-LFNG;GT31-Fringe|Hs-RFNG;GT31-Galt-Gnt|Dm-CG8976;GT31-Galt-Gnt|Dm-CG30037;GT31-Galt-Gnt|Dm-GalT1;GT31-Galt-Gnt|Dm-brn;GT31-Galt-Gnt|Dm-GalT3;GT31-Galt-Gnt|Dm-GalT4;GT31-Galt-Gnt|Dm-GalT5;GT31-Galt-Gnt|Dm-GalT2;GT31-Galt-Gnt|Ce-C47F8.3;GT31-Galt-Gnt|Ce-bus-17;GT31-Galt-Gnt|Ce-bus-2;GT31-Galt-Gnt|Ce-C54C8.3;GT31-Galt-Gnt|Ce-E03H4.11;GT31-Galt-Gnt|Ce-C47F8.5;GT31-Galt-Gnt|Ce-C47F8.6;GT31-Galt-Gnt|Ce-F14B6.4;GT31-Galt-Gnt|Ce-F14B6.6;GT31-Galt-Gnt|Ce-T09F5.1;GT31-Galt-Gnt|Ce-F48F7.3;GT31-Galt-Gnt|Ce-bre-2;GT31-Galt-Gnt|Ce-B0024.15;GT31-Galt-Gnt|Ce-bre-5;GT31-Galt-Gnt|Ce-T15D6.5;GT31-Galt-Gnt|Hs-A8MXE2;GT31-Galt-Gnt|Hs-B3GALT2;GT31-Galt-Gnt|Hs-B3GALNT1;GT31-Galt-Gnt|Hs-B3GALT4;GT31-Galt-Gnt|Hs-B3GNT9;GT31-Galt-Gnt|Hs-B3GNT6;GT31-Galt-Gnt|Hs-B3GNT8;GT31-Galt-Gnt|Hs-B3GNT7;GT31-Galt-Gnt|Hs-B3GALT6;GT31-Galt-Gnt|Hs-B3GNT5;GT31-Galt-Gnt|Hs-B3GNT4;GT31-Galt-Gnt|Hs-B3GNT2;GT31-Galt-Gnt|Hs-B3GNT3;GT31-Galt-Gnt|Hs-B3GALT5;GT31-Galt-Gnt|Hs-B3GALT1;GT31-Galt-Gnt|At-B3GALT20;GT31-Galt-Gnt|At-B3GALT17;GT31-Galt-Gnt|At-B3GALT15;GT31-Galt-Gnt|At-B3GALT18;GT31-Galt-Gnt|At-B3GALT16;GT31-Galt-Gnt|At-B3GALT19;GT31-Glt|Dm-BP1049;GT31-Glt|Dm-CG34451;GT31-Glt|Dm-CG13904;GT31-Glt|Dm-dC1GalT2;GT31-Glt|Dm-C1GalTA;GT31-Glt|Dm-dC1GalT7;GT31-Glt|Dm-dC1GalT4;GT31-Glt|Dm-dC1GalT3;GT31-Glt|Dm-dC1GalT8;GT31-Glt|Dm-tgy;GT31-Glt|Dm-dC1GalT6;GT31-Glt|Dm-dC1GalT9;GT31-Glt|Ce-A0T4F5;GT31-Glt|Ce-Y38C1AB.1;GT31-Glt|Ce-ZC250.2;GT31-Glt|Ce-C17A2.3;GT31-Glt|Ce-C02H6.1;GT31-Glt|Ce-E03H4.3;GT31-Glt|Ce-bus-4;GT31-Glt|Ce-F56H6.1;GT31-Glt|Ce-C38H2.2;GT31-Glt|Ce-C16D9.6;GT31-Glt|Hs-B3GLCT;GT31-Glt|Hs-C1GALT1C1;GT31-Glt|Hs-C1GALT1;GT31-Glt|At-At4g11350;GT67|Lm-SCG3;GT67|Tc-Tc00.1047053441923.10
3579,1771,GTA,Clade8,GT15,,,GT15.png,GT-A_consensus;GT15|Sc-YUR1;GT15|Sc-KRE2;GT15|Sc-KTR1;GT15|Sc-KTR2;GT15|Sc-KTR3;GT15|Sc-KTR4;GT15|Sc-KTR7;GT15|Sc-KTR5;GT15|Sc-KTR6
3547,1285,GTA,Clade8,GT15,GT15-1,,GT15-1.png,GT-A_consensus;GT15|Sc-YUR1;GT15|Sc-KRE2;GT15|Sc-KTR1;GT15|Sc-KTR2;GT15|Sc-KTR3;GT15|Sc-KTR4;GT15|Sc-KTR7;GT15|Sc-KTR5;GT15|Sc-KTR6
1820,546,GTA,Clade8,GT31-Chsy,,,GT31-Chsy.png,GT-A_consensus;GT31-Chsy|Dm-dCHSY;GT31-Chsy|Dm-dCHPF;GT31-Chsy|Ce-mig-22;GT31-Chsy|Ce-sqv-5;GT31-Chsy|Hs-CHSY3;GT31-Chsy|Hs-CHSY1;GT31-Chsy|Hs-CHPF;GT31-Chsy|Hs-CHPF2
893,278,GTA,Clade8,GT31-Chsy,GT31-Chsy-1,,GT31-Chsy-1.png,GT-A_consensus;GT31-Chsy|Dm-dCHSY;GT31-Chsy|Ce-sqv-5;GT31-Chsy|Hs-CHSY3;GT31-Chsy|Hs-CHSY1
898,213,GTA,Clade8,GT31-Chsy,GT31-Chsy-2,,GT31-Chsy-2.png,GT-A_consensus;GT31-Chsy|Dm-dCHPF;GT31-Chsy|Ce-mig-22;GT31-Chsy|Hs-CHPF;GT31-Chsy|Hs-CHPF2
3068,1030,GTA,Clade8,GT31-Euk,,,GT31-Euk.png,GT-A_consensus;GT31-Euk|Ce-sqv-2;GT31-Euk|At-B3GALT2;GT31-Euk|At-B3GALT9;GT31-Euk|At-B3GALT12;GT31-Euk|At-B3GALT7;GT31-Euk|At-B3GALT14;GT31-Euk|At-B3GALT4;GT31-Euk|At-B3GALT10;GT31-Euk|At-B3GALT11;GT31-Euk|At-B3GALT8;GT31-Euk|At-B3GALT13;GT31-Euk|At-B3GALT5;GT31-Euk|At-B3GALT6;GT31-Euk|At-B3GALT1;GT31-Euk|At-B3GALT3
721,280,GTA,Clade8,GT31-Euk,GT31-Euk-1,,GT31-Euk-1.png,GT-A_consensus;GT31-Euk|At-B3GALT9;GT31-Euk|At-B3GALT12;GT31-Euk|At-B3GALT14;GT31-Euk|At-B3GALT10;GT31-Euk|At-B3GALT13
1979,637,GTA,Clade8,GT31-Euk,GT31-Euk-2,,GT31-Euk-2.png,GT-A_consensus;GT31-Euk|At-B3GALT2;GT31-Euk|At-B3GALT7;GT31-Euk|At-B3GALT4;GT31-Euk|At-B3GALT11;GT31-Euk|At-B3GALT8;GT31-Euk|At-B3GALT5;GT31-Euk|At-B3GALT6;GT31-Euk|At-B3GALT1;GT31-Euk|At-B3GALT3
1420,332,GTA,Clade8,GT31-Fringe,,,GT31-Fringe.png,GT-A_consensus;GT31-Fringe|Dm-fng;GT31-Fringe|Hs-MFNG;GT31-Fringe|Hs-LFNG;GT31-Fringe|Hs-RFNG
1438,337,GTA,Clade8,GT31-Fringe,GT31-Fringe-1,,GT31-Fringe-1.png,GT-A_consensus;GT31-Fringe|Dm-fng;GT31-Fringe|Hs-MFNG;GT31-Fringe|Hs-LFNG;GT31-Fringe|Hs-RFNG
9248,2909,GTA,Clade8,GT31-Galt-Gnt,,,GT31-Galt-Gnt.png,GT-A_consensus;GT31-Galt-Gnt|Dm-CG8976;GT31-Galt-Gnt|Dm-CG30037;GT31-Galt-Gnt|Dm-GalT1;GT31-Galt-Gnt|Dm-brn;GT31-Galt-Gnt|Dm-GalT3;GT31-Galt-Gnt|Dm-GalT4;GT31-Galt-Gnt|Dm-GalT5;GT31-Galt-Gnt|Dm-GalT2;GT31-Galt-Gnt|Ce-C47F8.3;GT31-Galt-Gnt|Ce-bus-17;GT31-Galt-Gnt|Ce-bus-2;GT31-Galt-Gnt|Ce-C54C8.3;GT31-Galt-Gnt|Ce-E03H4.11;GT31-Galt-Gnt|Ce-C47F8.5;GT31-Galt-Gnt|Ce-C47F8.6;GT31-Galt-Gnt|Ce-F14B6.4;GT31-Galt-Gnt|Ce-F14B6.6;GT31-Galt-Gnt|Ce-T09F5.1;GT31-Galt-Gnt|Ce-F48F7.3;GT31-Galt-Gnt|Ce-bre-2;GT31-Galt-Gnt|Ce-B0024.15;GT31-Galt-Gnt|Ce-bre-5;GT31-Galt-Gnt|Ce-T15D6.5;GT31-Galt-Gnt|Hs-A8MXE2;GT31-Galt-Gnt|Hs-B3GALT2;GT31-Galt-Gnt|Hs-B3GALNT1;GT31-Galt-Gnt|Hs-B3GALT4;GT31-Galt-Gnt|Hs-B3GNT9;GT31-Galt-Gnt|Hs-B3GNT6;GT31-Galt-Gnt|Hs-B3GNT8;GT31-Galt-Gnt|Hs-B3GNT7;GT31-Galt-Gnt|Hs-B3GALT6;GT31-Galt-Gnt|Hs-B3GNT5;GT31-Galt-Gnt|Hs-B3GNT4;GT31-Galt-Gnt|Hs-B3GNT2;GT31-Galt-Gnt|Hs-B3GNT3;GT31-Galt-Gnt|Hs-B3GALT5;GT31-Galt-Gnt|Hs-B3GALT1;GT31-Galt-Gnt|At-B3GALT20;GT31-Galt-Gnt|At-B3GALT17;GT31-Galt-Gnt|At-B3GALT15;GT31-Galt-Gnt|At-B3GALT18;GT31-Galt-Gnt|At-B3GALT16;GT31-Galt-Gnt|At-B3GALT19
3202,1160,GTA,Clade8,GT31-Glt,,,GT31-Glt.png,GT-A_consensus;GT31-Glt|Dm-BP1049;GT31-Glt|Dm-CG34451;GT31-Glt|Dm-CG13904;GT31-Glt|Dm-dC1GalT2;GT31-Glt|Dm-C1GalTA;GT31-Glt|Dm-dC1GalT7;GT31-Glt|Dm-dC1GalT4;GT31-Glt|Dm-dC1GalT3;GT31-Glt|Dm-dC1GalT8;GT31-Glt|Dm-tgy;GT31-Glt|Dm-dC1GalT6;GT31-Glt|Dm-dC1GalT9;GT31-Glt|Ce-A0T4F5;GT31-Glt|Ce-Y38C1AB.1;GT31-Glt|Ce-ZC250.2;GT31-Glt|Ce-C17A2.3;GT31-Glt|Ce-C02H6.1;GT31-Glt|Ce-E03H4.3;GT31-Glt|Ce-bus-4;GT31-Glt|Ce-F56H6.1;GT31-Glt|Ce-C38H2.2;GT31-Glt|Ce-C16D9.6;GT31-Glt|Hs-B3GLCT;GT31-Glt|Hs-C1GALT1C1;GT31-Glt|Hs-C1GALT1;GT31-Glt|At-At4g11350
981,279,GTA,Clade8,GT31-Glt,GT31-Glt_B3GLCT,,GT31-Glt_B3GLCT.png,GT-A_consensus;GT31-Glt|Dm-dC1GalT9;GT31-Glt|Ce-ZC250.2;GT31-Glt|Hs-B3GLCT;GT31-Glt|At-At4g11350
2153,789,GTA,Clade8,GT31-Glt,GT31-Glt_C1GALT,,GT31-Glt_C1GALT.png,GT-A_consensus;GT31-Glt|Dm-BP1049;GT31-Glt|Dm-CG34451;GT31-Glt|Dm-CG13904;GT31-Glt|Dm-dC1GalT2;GT31-Glt|Dm-C1GalTA;GT31-Glt|Dm-dC1GalT7;GT31-Glt|Dm-dC1GalT4;GT31-Glt|Dm-dC1GalT3;GT31-Glt|Dm-dC1GalT8;GT31-Glt|Dm-tgy;GT31-Glt|Dm-dC1GalT6;GT31-Glt|Ce-A0T4F5;GT31-Glt|Ce-Y38C1AB.1;GT31-Glt|Ce-C17A2.3;GT31-Glt|Ce-C02H6.1;GT31-Glt|Ce-E03H4.3;GT31-Glt|Ce-bus-4;GT31-Glt|Ce-F56H6.1;GT31-Glt|Ce-C38H2.2;GT31-Glt|Ce-C16D9.6;GT31-Glt|Hs-C1GALT1
508,222,GTA,Clade8,GT67,,,GT67.png,GT-A_consensus;GT67|Lm-SCG3;GT67|Tc-Tc00.1047053441923.10
